age,annual_income,emp_length,loan_amount,loan_term,revol_util,revol_bal,credit_inquiries_last_6m,open_credit_lines,credit_utilization,delinquency_2yrs,total_current_balance,loan_status,recovered_amount,total_rec_prncp,funded_amnt,months_since_earliest_credit,installment_to_income,credit_limit,credit_utilization_derived,age_binned,loan_amount_binned,revol_util_binned,open_credit_lines_binned,months_since_earliest_credit_binned,credit_utilization_derived_binned,age_woe,loan_amount_woe,revol_util_woe,open_credit_lines_woe,months_since_earliest_credit_woe,credit_utilization_derived_woe,default_flag,LGD,EAD,probability_of_default,credit_score
32,45285,4,13798,60,0.2279007451209074,19364,0,11,0.4332075749492256,1,72240,fully_paid,0.0,13798.0,13798,92,0.3046925030363255,84966.81302962342,0.2279007451209074,"(30.0, 35.0]","(12907.0, 14821.5]","(0.147, 0.236]","(9.0, 11.0]","(77.0, 100.0]","(0.171, 0.251]",0.030024181367717683,0.15480278288264576,-0.13445038180117647,0.06273149934350207,-0.010397733131197675,-0.16027918017575785,0,1.0,0.0,0.35531919117577015,503.90759599400496
45,42410,9,18102,60,0.397757402363542,25038,0,10,0.5562119681722276,0,42404,fully_paid,0.0,18102.0,18102,159,0.4268332940344258,62947.917125413514,0.397757402363542,"(44.0, 47.0]","(16604.0, 18862.6]","(0.363, 0.411]","(9.0, 11.0]","(140.0, 160.4]","(0.375, 0.419]",0.010221554071538009,0.10884409198884579,0.3748646676594474,0.06273149934350207,-0.09277768540060845,0.020636596775795362,0,1.0,0.0,0.25345378789930634,494.2168519693051
57,74497,7,14966,36,0.408312558526711,24037,3,9,0.4700050207503679,0,49857,charged_off,2036.052100564778,7753.490326403512,14966,106,0.20089399573137173,58869.11753763152,0.408312558526711,"(56.0, 60.0]","(14821.5, 16604.0]","(0.363, 0.411]","(8.0, 9.0]","(100.0, 120.0]","(0.375, 0.419]",0.05795295689272797,0.014467844952989266,0.3748646676594474,-0.1947396781594812,0.25998439166102544,0.020636596775795362,1,0.8639548242306041,7212.509673596488,0.39596880005772706,507.37656353356107
61,104800,3,10843,60,0.4457880430329095,28965,3,4,0.4109044790248501,0,50901,default,3111.1629922023603,7124.374117097872,10843,201,0.10346374045801526,64974.824813463456,0.4457880430329095,"(60.0, 64.0]","(8598.2, 10961.8]","(0.411, 0.461]","(3.0, 4.0]","(181.0, 202.0]","(0.419, 0.471]",0.21089224953368915,-0.32262091449909625,-0.43923512331816045,0.07258379578651378,-0.28144194367942776,-0.3061262071632222,1,0.713071752079465,3718.625882902128,0.19875907372991652,487.9410066234254
45,92957,3,6203,60,0.4839100883827825,32481,3,7,0.6879136575389324,0,34339,fully_paid,0.0,6203.0,6203,131,0.0667297782845832,67121.9732338105,0.48391008838278254,"(44.0, 47.0]","(5348.8, 8598.2]","(0.461, 0.516]","(6.0, 7.0]","(120.0, 140.0]","(0.471, 0.516]",0.010221554071538009,-0.2946000282569388,0.10884409198884579,-0.09513896158628819,0.28999844701620564,0.20345076441715004,0,1.0,0.0,0.2261844028099191,491.2227123584878
24,30737,6,16179,60,0.0793767488139592,24579,4,5,0.6270221546602307,0,25582,fully_paid,0.0,16179.0,16179,180,0.526368871392784,309649.8706139692,0.0793767488139592,"(21.999, 26.0]","(14821.5, 16604.0]","(-0.001, 0.147]","(4.0, 6.0]","(160.4, 181.0]","(0.0012100000000000001, 0.171]",-0.24740817331384096,0.014467844952989266,0.06209022246805747,0.06769290798601699,-0.047407558765098286,0.020636596775795362,0,1.0,0.0,0.2747572358615443,496.41000183208126
43,45259,6,17651,36,0.1429757002870754,9971,5,2,0.062765527168696,1,113251,fully_paid,0.0,17651.0,17651,191,0.3899997790494708,69739.12336137968,0.1429757002870754,"(39.0, 44.0]","(16604.0, 18862.6]","(-0.001, 0.147]","(1.999, 3.0]","(181.0, 202.0]","(0.0012100000000000001, 0.171]",-0.2884295497508168,0.10884409198884579,0.06209022246805747,0.10985139502037945,-0.28144194367942776,0.020636596775795362,0,1.0,0.0,0.2378395224121955,492.53115290077653
23,93519,4,19867,36,0.1665631492304677,16694,0,10,0.5838314913791839,1,96758,fully_paid,0.0,19867.0,19867,95,0.21243811418000622,100226.2509872522,0.1665631492304677,"(21.999, 26.0]","(18862.6, 20926.2]","(0.147, 0.236]","(9.0, 11.0]","(77.0, 100.0]","(0.0012100000000000001, 0.171]",-0.24740817331384096,0.22239607401517378,-0.13445038180117647,0.06273149934350207,-0.010397733131197675,0.020636596775795362,0,1.0,0.0,0.31113692592944037,499.92618360219694
45,45437,9,28389,36,0.4185216002452989,0,2,5,0.9195249232752972,2,82104,charged_off,9612.662457761397,19939.57736217677,28389,181,0.6247991724805775,0.0,,"(44.0, 47.0]","(24186.1, 37934.0]","(0.411, 0.461]","(4.0, 6.0]","(160.4, 181.0]",,0.010221554071538009,-0.13445038180117647,-0.43923512331816045,0.06769290798601699,-0.047407558765098286,,1,0.6613948199034345,8449.42263782323,0.1955044685890589,487.5297286573462
51,64384,4,1000,36,0.3431248281838678,21375,5,12,0.5371471157290395,0,62450,fully_paid,0.0,1000.0,1000,224,0.015531809145129225,62295.11316081719,0.3431248281838678,"(47.0, 52.0]","(999.999, 5348.8]","(0.299, 0.363]","(11.0, 12.0]","(220.0, 243.0]","(0.312, 0.375]",0.33137955571970856,0.014467844952989266,0.08557099131332485,-0.18939149983247744,-0.07678982291809178,0.15453155966427556,0,1.0,0.0,0.3687834781899614,505.07358711625517
59,83751,9,14525,36,0.0,16492,2,6,0.3978349237947306,1,19858,fully_paid,0.0,14525.0,14525,205,0.17343076500579097,32984.0,0.5,"(56.0, 60.0]","(12907.0, 14821.5]","(-0.001, 0.147]","(4.0, 6.0]","(202.0, 220.0]","(0.471, 0.516]",0.05795295689272797,0.15480278288264576,0.06209022246805747,0.06769290798601699,-0.01621170299661753,0.20345076441715004,0,1.0,0.0,0.3642129130563392,504.6798698534395
23,45791,4,23342,60,0.7894089616944058,30952,0,4,0.4233087956357818,0,76619,fully_paid,0.0,23342.0,23342,219,0.5097508243978074,39209.08109981917,0.7894089616944059,"(21.999, 26.0]","(20926.2, 24186.1]","(0.654, 1.0]","(3.0, 4.0]","(202.0, 220.0]","(0.654, 0.992]",-0.24740817331384096,-0.03410307099991913,-0.21292199724267166,0.07258379578651378,-0.01621170299661753,-0.2535966658633725,0,1.0,0.0,0.17922690177412817,485.39049040724944
42,72634,2,14128,36,0.0022061864508315,7566,1,5,0.3876149817494688,0,83459,fully_paid,0.0,14128.0,14128,66,0.19450945838037284,3429447.224258138,0.0022061864508315,"(39.0, 44.0]","(12907.0, 14821.5]","(-0.001, 0.147]","(4.0, 6.0]","(57.0, 77.0]","(0.0012100000000000001, 0.171]",-0.2884295497508168,0.15480278288264576,0.06209022246805747,0.06769290798601699,-0.016711328288050033,0.020636596775795362,0,1.0,0.0,0.2913591220776105,498.0465266424833
54,36649,2,1000,36,0.4060847360084954,20155,5,14,0.2701952313853372,1,39665,fully_paid,0.0,1000.0,1000,68,0.02728587410297689,49632.498374867144,0.4060847360084954,"(52.0, 56.0]","(999.999, 5348.8]","(0.363, 0.411]","(13.0, 14.0]","(57.0, 77.0]","(0.375, 0.419]",-0.05329185165078776,0.014467844952989266,0.3748646676594474,0.38178511050402103,-0.016711328288050033,0.020636596775795362,0,1.0,0.0,0.48750282744259626,514.8223900932386
33,54965,5,5962,36,0.5126746083529765,4966,4,10,0.463064270514686,1,17968,charged_off,2172.9251274546878,3934.528142898977,5962,39,0.10846902574365505,9686.455929529688,0.5126746083529765,"(30.0, 35.0]","(5348.8, 8598.2]","(0.461, 0.516]","(9.0, 11.0]","(35.999, 57.0]","(0.471, 0.516]",0.030024181367717683,-0.2946000282569388,0.10884409198884579,0.06273149934350207,-0.05486506244834814,0.20345076441715004,1,0.6355375499069628,2027.471857101023,0.24014750704138774,492.78495258763473
43,77994,4,17299,60,0.2560426051301556,13899,2,8,0.4621560013952376,0,62807,fully_paid,0.0,17299.0,17299,73,0.221799112752263,54283.934476196424,0.2560426051301556,"(39.0, 44.0]","(16604.0, 18862.6]","(0.236, 0.299]","(7.0, 8.0]","(57.0, 77.0]","(0.251, 0.312]",-0.2884295497508168,0.10884409198884579,0.014467844952989266,-0.2594420128775647,-0.016711328288050033,0.15453155966427556,0,1.0,0.0,0.21489030299606024,489.9084567653575
46,30175,7,17045,60,0.5279919381323066,0,5,9,0.6200325969250281,0,82037,charged_off,2750.0717876579047,11424.7000866731,17045,238,0.5648715824357912,0.0,,"(44.0, 47.0]","(16604.0, 18862.6]","(0.516, 0.57]","(8.0, 9.0]","(220.0, 243.0]",,0.010221554071538009,0.10884409198884579,0.13191848904905776,-0.1947396781594812,-0.07678982291809178,,1,0.8386581526748076,5620.2999133269,0.27595011502112543,496.5295684636462
48,81011,0,19707,60,0.1983645041230367,28560,5,4,0.3955021893654313,0,30798,fully_paid,0.0,19707.0,19707,208,0.24326326054486427,143977.37199133923,0.19836450412303672,"(47.0, 52.0]","(18862.6, 20926.2]","(0.147, 0.236]","(3.0, 4.0]","(202.0, 220.0]","(0.171, 0.251]",0.33137955571970856,0.22239607401517378,-0.13445038180117647,0.07258379578651378,-0.01621170299661753,-0.16027918017575785,0,1.0,0.0,0.3555395182094194,503.926830187347
63,69509,5,9532,36,0.4342202803865355,25526,3,4,0.9021851318886251,1,65861,fully_paid,0.0,9532.0,9532,144,0.13713332086492397,58785.83095491807,0.4342202803865355,"(60.0, 64.0]","(8598.2, 10961.8]","(0.411, 0.461]","(3.0, 4.0]","(140.0, 160.4]","(0.419, 0.471]",0.21089224953368915,-0.32262091449909625,-0.43923512331816045,0.07258379578651378,-0.09277768540060845,-0.3061262071632222,0,1.0,0.0,0.1997549356341772,488.06583781154995
49,83812,6,16819,36,0.0,10273,1,8,0.3126588865397867,1,22776,default,8253.380892977479,6935.556160034273,16819,231,0.2006753209564263,20546.0,0.5,"(47.0, 52.0]","(16604.0, 18862.6]","(-0.001, 0.147]","(7.0, 8.0]","(220.0, 243.0]","(0.471, 0.516]",0.33137955571970856,0.10884409198884579,0.06209022246805747,-0.2594420128775647,-0.07678982291809178,0.20345076441715004,1,0.5092823061432024,9883.443839965727,0.44326729366750217,511.2641264871575
37,75597,10,8378,60,0.6346458182586996,17618,3,9,0.5294521895375947,0,15899,default,770.764527527322,3181.8072182874403,8378,160,0.11082450361786843,27760.36569237805,0.6346458182586996,"(35.0, 39.0]","(5348.8, 8598.2]","(0.57, 0.654]","(8.0, 9.0]","(140.0, 160.4]","(0.571, 0.654]",0.10553173387586309,-0.2946000282569388,-0.08371026576266545,-0.1947396781594812,-0.09277768540060845,0.0022874581075990625,1,0.9080013693569681,5196.19278171256,0.1844395379934521,486.09129500952884
36,104103,4,16819,36,0.4001751172481241,15384,1,6,0.350485444707252,0,56146,default,2316.196511189007,3876.486308113084,16819,221,0.16156114617254067,38443.169844719065,0.4001751172481241,"(35.0, 39.0]","(16604.0, 18862.6]","(0.363, 0.411]","(4.0, 6.0]","(220.0, 243.0]","(0.375, 0.419]",0.10553173387586309,0.10884409198884579,0.3748646676594474,0.06769290798601699,-0.07678982291809178,0.020636596775795362,1,0.8622869069986915,12942.513691886916,0.447193519080468,511.58204083446975
24,73130,10,15372,36,0.0810575190914361,8876,1,2,0.3922665850102466,0,25568,fully_paid,0.0,15372.0,15372,228,0.21020101189662246,109502.48785664806,0.0810575190914361,"(21.999, 26.0]","(14821.5, 16604.0]","(-0.001, 0.147]","(1.999, 3.0]","(220.0, 243.0]","(0.0012100000000000001, 0.171]",-0.24740817331384096,0.014467844952989266,0.06209022246805747,0.10985139502037945,-0.07678982291809178,0.020636596775795362,0,1.0,0.0,0.33947282107971116,502.5094844866898
58,59264,2,9253,36,0.5257508629055693,16231,4,4,0.4441080319147838,0,62902,fully_paid,0.0,9253.0,9253,150,0.15613188444924406,30872.036824246294,0.5257508629055693,"(56.0, 60.0]","(8598.2, 10961.8]","(0.516, 0.57]","(3.0, 4.0]","(140.0, 160.4]","(0.516, 0.571]",0.05795295689272797,-0.32262091449909625,0.13191848904905776,0.07258379578651378,-0.09277768540060845,0.10475665883230417,0,1.0,0.0,0.2215501341854972,490.6892584189307
28,73057,10,25907,36,0.7264304487690589,10572,5,6,0.5407626458645763,0,1536,fully_paid,0.0,25907.0,25907,217,0.3546135209493957,14553.35471952521,0.7264304487690589,"(26.0, 30.0]","(24186.1, 37934.0]","(0.654, 1.0]","(4.0, 6.0]","(202.0, 220.0]","(0.654, 0.992]",-0.16200190681541482,-0.13445038180117647,-0.21292199724267166,0.06769290798601699,-0.01621170299661753,-0.2535966658633725,0,1.0,0.0,0.16117234214012224,482.8317515464247
42,83582,9,3060,60,0.2147179070812362,24803,3,4,0.660580440336604,0,24288,fully_paid,0.0,3060.0,3060,208,0.03661075351152162,115514.3524690563,0.2147179070812362,"(39.0, 44.0]","(999.999, 5348.8]","(0.147, 0.236]","(3.0, 4.0]","(202.0, 220.0]","(0.171, 0.251]",-0.2884295497508168,0.014467844952989266,-0.13445038180117647,0.07258379578651378,-0.01621170299661753,-0.16027918017575785,0,1.0,0.0,0.18777108105421197,486.5311991000225
30,71221,10,14008,36,0.3579576116207005,12891,3,2,0.406870731788525,1,80873,fully_paid,0.0,14008.0,14008,174,0.19668356243242863,36012.64390393681,0.3579576116207005,"(26.0, 30.0]","(12907.0, 14821.5]","(0.299, 0.363]","(1.999, 3.0]","(160.4, 181.0]","(0.312, 0.375]",-0.16200190681541482,0.15480278288264576,0.08557099131332485,0.10985139502037945,-0.047407558765098286,0.15453155966427556,0,1.0,0.0,0.2622367558415596,495.13486773208865
60,71014,7,9099,36,0.2970352207278544,38905,2,8,0.2006349204838182,0,70775,fully_paid,0.0,9099.0,9099,206,0.12812966457318276,130977.73356528995,0.2970352207278544,"(56.0, 60.0]","(8598.2, 10961.8]","(0.236, 0.299]","(7.0, 8.0]","(202.0, 220.0]","(0.251, 0.312]",0.05795295689272797,-0.32262091449909625,0.014467844952989266,-0.2594420128775647,-0.01621170299661753,0.15453155966427556,0,1.0,0.0,0.2075720249586267,489.02990755358
39,52450,4,27839,36,0.2459566170537351,14221,5,2,0.7739273944590941,0,62571,charged_off,3154.7576256235966,8261.594981564247,27839,158,0.5307721639656816,57819.13969361956,0.2459566170537351,"(35.0, 39.0]","(24186.1, 37934.0]","(0.236, 0.299]","(1.999, 3.0]","(140.0, 160.4]","(0.171, 0.251]",0.10553173387586309,-0.13445038180117647,0.014467844952989266,0.10985139502037945,-0.09277768540060845,-0.16027918017575785,1,0.886678486094199,19577.405018435755,0.24126455465300942,492.9071903436303
25,53427,3,19188,36,0.2248875799133474,16127,0,11,0.3045715489087623,1,36635,fully_paid,0.0,19188.0,19188,200,0.3591442529058341,71711.38577868097,0.2248875799133474,"(21.999, 26.0]","(18862.6, 20926.2]","(0.147, 0.236]","(9.0, 11.0]","(181.0, 202.0]","(0.171, 0.251]",-0.24740817331384096,0.22239607401517378,-0.13445038180117647,0.06273149934350207,-0.28144194367942776,-0.16027918017575785,0,1.0,0.0,0.20582270395925564,488.8165403025877
46,34934,10,10454,36,0.2707083580959382,20281,0,14,0.4507018981627647,0,50411,charged_off,1465.2283823683454,1310.0315407829132,10454,67,0.299250014312704,74918.26311772937,0.2707083580959382,"(44.0, 47.0]","(8598.2, 10961.8]","(0.236, 0.299]","(13.0, 14.0]","(57.0, 77.0]","(0.251, 0.312]",0.010221554071538009,-0.32262091449909625,0.014467844952989266,0.38178511050402103,-0.016711328288050033,0.15453155966427556,1,0.8598404072729726,9143.968459217087,0.29926392362302234,498.8062631980373
35,113739,3,13041,36,0.2815239079025251,23370,2,7,0.5110288527174359,1,43257,fully_paid,0.0,13041.0,13041,188,0.11465724157940548,83012.4879059708,0.2815239079025251,"(30.0, 35.0]","(12907.0, 14821.5]","(0.236, 0.299]","(6.0, 7.0]","(181.0, 202.0]","(0.251, 0.312]",0.030024181367717683,0.15480278288264576,0.014467844952989266,-0.09513896158628819,-0.28144194367942776,0.15453155966427556,0,1.0,0.0,0.2928119592151166,498.1870526687233
30,38903,9,28028,36,0.3287073172393914,15779,1,7,0.4795602486752614,0,120013,charged_off,5537.481161925367,21753.79572164284,28028,177,0.720458576459399,48003.190596783854,0.3287073172393914,"(26.0, 30.0]","(24186.1, 37934.0]","(0.299, 0.363]","(6.0, 7.0]","(160.4, 181.0]","(0.312, 0.375]",-0.16200190681541482,-0.13445038180117647,0.08557099131332485,-0.09513896158628819,-0.047407558765098286,0.15453155966427556,1,0.8024303852602623,6274.20427835716,0.21661706140174186,490.1125613338423
47,52677,5,8376,36,0.3141846698059147,20063,2,8,0.2176146053971809,0,59493,fully_paid,0.0,8376.0,8376,189,0.15900677715131842,63857.34864910428,0.3141846698059147,"(44.0, 47.0]","(5348.8, 8598.2]","(0.299, 0.363]","(7.0, 8.0]","(181.0, 202.0]","(0.312, 0.375]",0.010221554071538009,-0.2946000282569388,0.08557099131332485,-0.2594420128775647,-0.28144194367942776,0.15453155966427556,0,1.0,0.0,0.15608217116380113,482.06892169077
23,52039,3,2648,36,0.5522342026147331,16828,2,13,0.6724104470000867,0,27001,fully_paid,0.0,2648.0,2648,225,0.05088491323814831,30472.57833781816,0.5522342026147331,"(21.999, 26.0]","(999.999, 5348.8]","(0.516, 0.57]","(12.0, 13.0]","(220.0, 243.0]","(0.516, 0.571]",-0.24740817331384096,0.014467844952989266,0.13191848904905776,-0.2999333742323016,-0.07678982291809178,0.10475665883230417,0,1.0,0.0,0.25654654883440553,494.5424515450073
41,92373,5,17037,36,0.5343752632985197,7214,3,12,0.0,0,47572,fully_paid,0.0,17037.0,17037,235,0.1844370108148485,13499.876389244502,0.5343752632985197,"(39.0, 44.0]","(16604.0, 18862.6]","(0.516, 0.57]","(11.0, 12.0]","(220.0, 243.0]","(0.516, 0.571]",-0.2884295497508168,0.10884409198884579,0.13191848904905776,-0.18939149983247744,-0.07678982291809178,0.10475665883230417,0,1.0,0.0,0.25498524672231626,494.37840549295584
49,62626,2,17195,36,0.0932998778376047,4518,2,2,0.6959580382479003,1,0,charged_off,4480.290891841996,8815.40539654235,17195,108,0.2745664739884393,48424.50070367628,0.0932998778376047,"(47.0, 52.0]","(16604.0, 18862.6]","(-0.001, 0.147]","(1.999, 3.0]","(100.0, 120.0]","(0.0012100000000000001, 0.171]",0.33137955571970856,0.10884409198884579,0.06209022246805747,0.10985139502037945,0.25998439166102544,0.020636596775795362,1,0.7394422278661241,8379.59460345765,0.553793355401446,520.1425609491041
28,101193,0,19662,36,0.2812819281218871,21992,1,12,0.7312737822658376,0,0,default,1128.156338052497,9441.692256320252,19662,55,0.1943019774095046,78184.90205481763,0.2812819281218871,"(26.0, 30.0]","(18862.6, 20926.2]","(0.236, 0.299]","(11.0, 12.0]","(35.999, 57.0]","(0.251, 0.312]",-0.16200190681541482,0.22239607401517378,0.014467844952989266,-0.18939149983247744,-0.05486506244834814,0.15453155966427556,1,0.9426225034049183,10220.307743679748,0.2068080159138744,488.93688442294683
29,53162,4,19708,60,0.6501114493020799,30172,0,4,0.6806400840930359,3,93881,fully_paid,0.0,19708.0,19708,63,0.3707159249087694,46410.503971881786,0.6501114493020799,"(26.0, 30.0]","(18862.6, 20926.2]","(0.57, 0.654]","(3.0, 4.0]","(57.0, 77.0]","(0.571, 0.654]",-0.16200190681541482,0.22239607401517378,-0.08371026576266545,0.07258379578651378,-0.016711328288050033,0.0022874581075990625,0,1.0,0.0,0.23385471057794982,492.08893622643296
56,76974,10,27394,36,0.458804991922183,0,4,13,0.4391522457138395,1,58210,fully_paid,0.0,27394.0,27394,143,0.3558864032010809,0.0,,"(52.0, 56.0]","(24186.1, 37934.0]","(0.411, 0.461]","(12.0, 13.0]","(140.0, 160.4]",,-0.05329185165078776,-0.13445038180117647,-0.43923512331816045,-0.2999333742323016,-0.09277768540060845,,0,1.0,0.0,0.1532017085808419,481.6282299337598
35,49116,2,2973,36,0.4668941410116971,654,5,10,0.5258816737531453,0,36452,fully_paid,0.0,2973.0,2973,99,0.060530173466894696,1400.7457848643583,0.4668941410116971,"(30.0, 35.0]","(999.999, 5348.8]","(0.461, 0.516]","(9.0, 11.0]","(77.0, 100.0]","(0.419, 0.471]",0.030024181367717683,0.014467844952989266,0.10884409198884579,0.06273149934350207,-0.010397733131197675,-0.3061262071632222,0,1.0,0.0,0.2802780320864185,496.96071417747396
38,123628,2,6580,36,0.4477956836127524,557,2,3,0.366145418772297,3,49204,fully_paid,0.0,6580.0,6580,148,0.05322418869511761,1243.870855355734,0.44779568361275246,"(35.0, 39.0]","(5348.8, 8598.2]","(0.411, 0.461]","(1.999, 3.0]","(140.0, 160.4]","(0.419, 0.471]",0.10553173387586309,-0.2946000282569388,-0.43923512331816045,0.10985139502037945,-0.09277768540060845,-0.3061262071632222,0,1.0,0.0,0.20918192946740682,489.22510031297367
57,40310,10,19635,60,0.3476677827915084,22751,5,6,0.5137340051850513,0,46874,fully_paid,0.0,19635.0,19635,213,0.48709997519226,65438.90784854075,0.3476677827915084,"(56.0, 60.0]","(18862.6, 20926.2]","(0.299, 0.363]","(4.0, 6.0]","(202.0, 220.0]","(0.312, 0.375]",0.05795295689272797,0.22239607401517378,0.08557099131332485,0.06769290798601699,-0.01621170299661753,0.15453155966427556,0,1.0,0.0,0.34367218850948433,502.8829298857028
61,77745,8,7260,36,0.3917904418720466,23586,2,4,0.6258313358417154,0,52027,fully_paid,0.0,7260.0,7260,237,0.09338221107466718,60200.54978192364,0.3917904418720466,"(60.0, 64.0]","(5348.8, 8598.2]","(0.363, 0.411]","(3.0, 4.0]","(220.0, 243.0]","(0.375, 0.419]",0.21089224953368915,-0.2946000282569388,0.3748646676594474,0.07258379578651378,-0.07678982291809178,0.020636596775795362,0,1.0,0.0,0.3860521594445252,506.5436224504395
25,85844,1,4803,36,0.3192202178271172,5236,5,13,0.280992088852497,1,84432,charged_off,1002.5820621288324,2806.870934051691,4803,63,0.055950328502865666,16402.469854950432,0.3192202178271172,"(21.999, 26.0]","(999.999, 5348.8]","(0.299, 0.363]","(12.0, 13.0]","(57.0, 77.0]","(0.312, 0.375]",-0.24740817331384096,0.014467844952989266,0.08557099131332485,-0.2999333742323016,-0.016711328288050033,0.15453155966427556,1,0.791259200056458,1996.1290659483088,0.21910363314522255,490.4044197768717
